mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,label
-267.1758,56.897614,13.932704,32.469032,-1.0959427,-3.0095866,-6.790382,2.7384908,-3.0480607,3.809773,-2.8109317,6.0718403,-3.079564,1.6334435,-0.6314465,-4.2935777,-3.185128,2.8891053,-4.3701844,2.3055258,-1.0475873,2.259673,-2.4075649,6.660476,-1.0990872,3.574299,1.7543781,2.086168,1.7941073,2.1322525,-1.113516,4.212172,-0.19263303,4.316455,-0.46481088,2.7985938,0.37565342,1.8057256,0.73017186,2.454806,AI
-242.55118,84.40063,9.154403,19.546131,15.295461,3.7422771,-4.981273,-4.4182334,-5.6530204,-7.8543777,4.6555343,-3.5476,-0.9619732,4.0436816,2.7946239,4.9564652,-5.775371,-1.0942745,-3.3509388,-1.7229114,-3.2025697,2.574052,-4.2293057,1.2626207,-5.785461,1.1599939,-5.228097,2.1260762,-3.628507,1.3962035,-3.6302736,4.3504477,-1.0648805,1.7359521,-3.027077,2.005445,-2.8237786,0.256692,-1.3900689,1.0282485,AI
-249.63669,90.4113,-2.599974,12.475327,-6.7996917,-2.6609514,-15.820419,-11.861856,-12.749984,-5.2779098,-8.687888,-3.7734408,-7.835109,-6.807123,-9.100534,-4.303746,-8.131694,-5.051322,-5.232186,-2.1138823,-8.4662,-2.4082773,-5.278816,-4.5515246,-7.154437,-2.1249466,-7.3785625,-2.358559,-6.268167,-4.02201,-5.467892,-2.2244217,-4.265527,-3.313398,-2.911216,-2.1998973,-3.1716638,-1.1644111,-2.4028912,-2.329103,AI
-250.5023,101.632515,-8.430072,17.054192,-5.047692,-10.220732,-7.645215,-3.7068408,-10.980336,0.95903337,-7.674321,-8.071369,-7.1681075,-1.962231,-8.060577,-3.5303416,-4.770407,-4.0219045,-6.2753677,-4.393475,-6.233033,-4.8064694,-7.4953055,-3.7790108,-7.2512584,-3.575043,-7.031569,-1.916807,-7.703239,-3.1573226,-5.2975097,-3.1985035,-4.7292857,-2.4916124,-3.867654,-2.4974258,-4.190944,-2.740406,-5.0457425,-2.13545,AI
-247.14673,112.63024,-17.340586,25.460236,8.639106,-7.7724338,-5.028571,-12.532641,-11.5823555,-0.5005123,-4.314908,0.024535544,-3.4064143,1.0780206,-6.593508,2.7155123,-4.35124,-6.129712,-2.265108,2.4673855,-10.875005,0.8858404,-5.5952578,-3.9709368,-5.711164,-0.8239987,-2.5677433,-1.2466869,-3.0662653,-0.14950682,-2.4601994,-1.5695596,-1.6276004,0.32850337,-3.4933434,0.7644393,-3.7216744,0.3860417,-3.0321426,-0.82924086,AI
-266.22058,98.82168,-6.425131,12.995998,-0.31721398,1.2286129,-15.660646,-8.350613,-8.613973,-0.2708698,-3.8335087,-3.893864,-4.540296,-1.6862842,-10.597692,1.0502952,-4.3917756,-5.49321,-2.6127484,-1.1652061,-5.3500247,-2.5239594,-1.8510423,-3.839987,-4.6308103,-0.37762672,-5.095549,-2.9667733,-3.239139,-3.135917,-3.9029603,-1.5891107,-3.0916593,-1.3791264,-2.3762155,-1.8440312,-2.1082985,-2.2697475,-3.027007,-0.49075112,AI
-248.50551,106.104126,-4.9500437,23.601923,-3.7335355,7.9537354,-14.927158,0.1611138,-11.206364,-4.036354,-1.9512359,-4.5410957,-3.3353274,-3.4061167,-3.2168734,-1.2360123,-6.716692,-5.789168,-2.6536531,-5.339392,-6.4631057,-2.020564,-4.8573318,-3.889038,-4.506344,-2.0049713,-6.2037926,-0.7183267,-5.218611,-3.5001307,-3.0289657,-2.1069088,-4.767083,-2.828193,-4.3036995,-3.2449892,-4.5867333,-2.990785,-4.6299043,-4.4942517,AI
-229.63043,42.791965,-1.1533967,18.964798,-16.581755,-13.635465,-12.482383,-7.014323,-15.941716,-4.089878,-10.783254,-4.412945,-13.744563,-5.8724246,-10.2298,-13.543006,-9.271654,-5.9675837,-12.6318655,-5.109556,-8.3436365,-4.34377,-8.929238,0.7976111,-6.965292,-1.3189988,-2.3661468,-2.1960883,-1.0233622,0.63625383,-1.4639927,4.0385866,-1.3550802,3.541129,-0.85766435,3.202085,1.3332553,1.8673469,0.03901701,1.7726065,AI
-246.84749,75.74907,-3.41014,10.246071,1.2224933,-4.9101005,-10.918171,-10.189097,-13.850442,-13.3893585,-0.66650504,-10.902278,-7.2921166,-2.1884315,-4.9038453,-0.96779037,-11.887294,-6.048263,-7.9657164,-5.938059,-6.6108146,-1.5335902,-8.843893,-2.726719,-10.21028,-2.9195135,-8.917499,-1.7289848,-6.8066297,-1.5789484,-6.4145875,1.9132613,-3.9287798,-0.23293255,-4.3026295,1.071182,-3.9964547,-0.8799776,-2.8854818,0.20808223,AI
-271.7727,97.824745,3.063775,15.995337,5.7270207,-0.65690964,-13.011174,-8.8692255,-8.566762,-1.6846485,-4.5049615,-1.2522504,-4.369117,-3.3982832,-6.912575,-0.5290023,-6.051747,-2.8724334,-4.0317454,-0.8514337,-6.8486214,-1.4363837,-2.6991298,-2.566314,-7.0990024,-0.4393333,-4.9875565,-1.8467066,-4.4700603,-2.1360927,-4.631002,-2.0319173,-3.6397333,-5.183831,-3.773475,-3.2833598,-4.5343533,-1.8720938,-2.395047,-4.2376065,AI
-278.49002,107.10327,-1.2413146,18.865305,3.6976106,-10.4676075,-9.734595,-3.6717799,-6.3871017,3.394539,-6.565471,-6.703307,-4.09176,-0.72777927,-4.4180064,-2.1568468,-3.5623124,-3.0609136,-5.419414,-5.0186534,-5.951677,-4.078279,-6.2704406,-3.6528478,-5.7612314,-2.8415642,-5.8909183,-1.5542051,-6.810598,-3.31907,-3.8320067,-3.0914443,-3.6135206,-1.8238312,-2.7676556,-2.3974516,-3.458136,-2.6687763,-4.188873,-2.0745544,AI
-270.12512,102.62339,-7.8165708,15.16515,1.4684207,-15.455718,-17.42929,-7.28911,-7.537824,-0.04453785,-12.999837,-0.03337093,-6.3343453,-8.934786,-5.1923065,-17.079607,-12.148128,-2.804128,-4.804608,-2.2611558,-4.3750563,-8.031262,-4.619448,4.163982,-1.4591541,-0.24495706,-4.633905,0.043474283,-0.4496972,-3.0861554,-4.6305923,-2.5397277,-1.9808983,-2.1396244,-3.2552922,-0.3160531,-0.37077668,-0.614095,0.50350124,4.6603284,AI
-304.3075,112.544975,3.6589189,17.682404,6.02281,6.4977183,-15.070519,-10.110475,-5.981552,-1.0463576,-2.9547338,-1.5927014,-2.2271612,-4.8020616,-6.132274,-0.3257352,-4.3318777,-2.126713,-5.215841,-2.3846774,-5.433955,-4.1705933,-2.3262725,-4.372529,-4.944171,-0.8439535,-4.112151,-2.6599238,-2.590015,-1.3662043,-2.2272336,-0.8660056,-1.7200084,-1.213951,-2.33813,-2.5794451,-2.0021844,-2.646554,-2.9386573,-1.193721,AI
-373.8816,101.222275,9.938749,19.443518,7.1145706,4.89211,-9.462905,-2.0718498,-2.3500783,-1.9195662,0.77821213,-0.56177706,-0.65575653,-0.96254325,0.5363175,-1.2727205,-5.3804474,-3.7221768,-3.7840714,-5.8546844,-4.9548187,-2.9194155,-1.7640108,-3.2814093,-2.7617152,-0.76082706,-4.273196,-1.0828145,-2.7885728,-3.3232265,-1.293324,-1.6060236,-2.2136097,-2.5051296,-2.4995923,-2.4701107,-3.1994078,-2.5129404,-2.4364605,-3.3473642,AI
-338.89523,61.35474,9.05157,25.01117,-5.7615595,-11.650433,-12.472364,-0.64175653,-6.439442,0.20145471,-4.5887885,-0.14629202,-5.3037043,-4.872514,-3.1924808,-9.678205,-8.040906,-2.11205,-9.115297,-4.6341887,-5.5177374,-1.209077,-6.250069,1.6368903,-3.4287033,-1.7060246,-1.5131603,-2.463263,-1.504911,-1.8446856,-2.719014,-0.10501607,-2.3513925,-0.0029153617,-2.7078722,-0.0967207,-1.1873635,-1.0504873,-0.7072585,0.3177327,AI
-277.41135,91.0402,9.648732,16.920994,11.75955,-1.2852398,-7.5729284,-8.949712,-7.406013,-8.046474,2.961128,-6.9453263,-3.0405602,-0.12137763,0.7255182,0.48031732,-8.924037,-5.095092,-6.5426965,-5.842816,-6.510961,-0.26301065,-6.5122404,-2.6829588,-7.8672123,-1.7169352,-7.1652956,-0.48463342,-5.972929,-0.24875025,-4.5722213,2.3985834,-2.820408,-0.8768773,-4.4531183,-0.40109527,-4.589089,-2.3982868,-3.614207,-1.1218735,AI
-342.94818,73.58059,-11.082105,-0.49143982,-8.496953,-7.645751,-8.125127,-6.7449794,-5.5020475,-4.6299057,-5.5312934,-1.7346091,-5.369091,-1.3411763,-4.384191,-3.8137949,-5.3178697,-2.5063334,-2.6078265,-4.1656404,-6.6458526,-2.4274633,-4.8081646,-3.9824264,-3.2642455,-0.78445315,-2.2761054,2.4555209,0.54383224,3.0390255,2.473309,3.0776477,2.7723632,1.7997597,1.5690184,1.7459562,0.5071326,1.5418723,0.69616354,-0.31713754,AI
-341.4106,83.11694,-12.742481,0.97932357,-9.972536,-11.755354,-2.6831572,-5.256876,-8.537674,3.4512725,-10.098832,-5.4874787,-3.1176562,-3.4651754,-3.8665783,-4.7236075,-5.075036,-2.924481,-4.9398913,-5.4236903,-4.5173454,-2.8314602,-5.9958,-1.7433641,-4.4206023,-2.7866087,-4.0590496,-1.8705728,-6.020843,-2.0542345,-3.1395102,-3.4069529,-2.0968852,-1.7869561,-1.8676115,-0.48270765,-1.083881,0.16740422,-0.12575074,1.1526963,AI
-322.6163,76.85143,-20.444977,-2.2329183,-6.471933,-16.994152,-8.965354,-5.3439283,-8.205305,0.31991744,-9.582496,-3.2161021,-4.780332,-8.3205805,-4.993363,-11.911544,-9.537829,-2.7836337,-5.619447,-3.287598,-5.4000206,-6.941413,-4.0882387,2.2751286,-2.0154655,1.7599642,0.5698346,3.1822178,4.1576266,3.264709,2.652549,3.33377,2.9135993,2.7241583,1.905326,2.666162,1.3220931,1.2831336,1.5719125,2.9202576,AI
-309.95248,112.42581,-24.889471,13.602943,5.684257,-9.520826,-2.477462,-6.0098147,-9.124365,1.4980837,-3.0041072,0.17246327,-0.0241008,0.026066434,-2.2913587,1.002679,-3.5363808,-4.7708726,-0.13377114,0.9956931,-7.805249,1.0923469,-3.6663506,-3.4546182,-1.9189843,-1.4361712,-0.44051245,-0.0051277103,-1.0491296,0.3030777,-1.8267146,-1.7416359,-1.0320953,0.03793781,-2.230977,1.3532276,-0.7787605,2.470855,0.9936544,2.2957237,AI
-328.4623,64.738716,-15.386386,-2.6823542,-13.748801,-8.338053,-8.545045,-4.722245,-10.12683,-2.6369603,-5.9314513,-5.7139874,-3.6582155,-2.7051234,-3.3735778,-0.95257896,-8.007989,-1.160713,-3.0668507,-5.8635626,-5.7631817,-2.8154676,-5.325124,-1.5246611,-2.27821,0.28071773,0.2069645,2.7917094,2.6465924,4.175935,4.6807165,3.7108347,2.1335335,3.5985582,2.6129293,2.352346,0.5420881,2.532989,-0.13250719,0.4552641,AI
-329.0443,54.497467,-13.844506,8.881394,-12.9946375,-11.524271,-3.2667365,-4.200727,-6.410354,-0.0021484634,-6.794196,-2.3272693,-6.020039,-3.387513,-4.5605383,-9.3259,-7.0681767,-3.3552995,-8.42352,-4.0284925,-6.093444,-3.950597,-6.740449,-0.73389804,-4.39752,-0.33244947,0.6439789,0.4272619,1.765691,2.9473927,0.8581941,3.4170978,0.30680424,3.3162138,-0.054655198,2.0769327,-0.21096696,0.23603979,-0.27744332,0.37262726,AI
-346.88657,70.66399,-14.198172,-1.7266473,-3.827846,-8.902974,-5.7501407,-3.828119,-8.779136,-6.5677023,2.1436002,-8.430174,-2.347773,0.7631475,-2.4519439,-0.2135504,-7.4582767,-2.4358144,-5.544205,-5.7591643,-3.9366226,-2.8337586,-6.5441036,-3.0023036,-6.2526135,-0.8994186,-3.053065,2.9424574,0.3086782,4.261273,3.1192176,5.2608643,2.9436984,3.7021115,1.3756466,3.1884735,0.19789517,1.871013,0.10673499,1.3295375,AI
-290.84207,78.72969,-2.035392,12.64534,4.39766,0.33839753,-10.978797,-9.634586,-10.349756,-2.388672,-7.5432873,-3.0550406,-5.835467,-5.171958,-7.5965095,-2.3726437,-7.630539,-3.1441307,-4.636328,-0.20515019,-7.8084254,-2.8376732,-4.674088,-2.3348856,-7.3008265,-0.21141274,-4.6771216,-1.7195264,-4.4888225,-2.3590403,-4.3234906,-2.0490456,-3.3320515,-4.5705905,-3.9269347,-3.935927,-4.685202,-1.9706677,-2.70952,-3.7126021,AI
-290.6619,90.93908,-13.397036,8.029893,-2.3056173,-11.284433,-10.140172,-7.570908,-11.343508,0.79937875,-9.469237,-8.885549,-6.2543583,-3.086849,-6.525555,-3.7401924,-5.0085855,-3.898177,-6.507915,-5.347203,-6.3914104,-4.360561,-7.5063524,-3.7009206,-6.0403366,-2.9567208,-5.4440594,-1.1830003,-7.079403,-3.4306931,-4.0826344,-2.9963062,-3.8888512,-2.45963,-3.6973896,-3.259277,-4.261371,-2.9574087,-3.8856044,-1.8630633,AI
-290.7086,83.55818,-17.34198,4.4351068,-1.0821706,-15.58301,-17.587585,-10.111512,-11.506803,-3.1464553,-13.765499,-4.68823,-8.940827,-10.867572,-6.8880568,-16.801617,-12.072783,-3.9878542,-5.0977535,-1.8351682,-4.9419475,-8.403741,-4.6134315,2.2532587,-3.3435903,-0.5974163,-4.465325,-0.19126655,-1.1360816,-2.9089098,-3.951878,-2.1459792,-1.1290882,-0.61274934,-2.0567873,1.0614535,0.992511,1.5400364,3.2961092,7.22088,AI
-282.83304,109.15522,-20.670788,21.159294,13.424607,-6.883318,-4.5541015,-12.107143,-12.456166,-0.92050153,-5.6164584,0.08059691,-3.2382622,0.641299,-4.740134,2.2387455,-4.161607,-5.5492682,-1.9930922,1.9512032,-10.290019,0.5814867,-4.5228662,-3.0620856,-4.270222,-0.18393004,-1.2464322,0.05348283,-1.6792871,0.34280774,-2.5283165,-1.3656462,-1.3683027,0.57723105,-3.579649,0.040525943,-3.6192713,0.79416966,-2.2988932,-0.49159032,AI
-312.89264,97.97776,-4.233227,12.749081,3.6414428,5.3779635,-11.491035,-9.314873,-7.5630307,-1.9525394,-4.8302317,-2.9820197,-3.083391,-3.8388436,-7.5439396,-0.044226542,-4.5959535,-2.7822838,-4.34221,-1.9545534,-5.6244097,-3.8363864,-2.2026665,-4.3119025,-4.507142,-0.022794476,-3.5010774,-1.9953884,-2.396545,-1.9310465,-2.4318342,-1.0287162,-2.2361746,-2.1163733,-3.099788,-3.8943605,-3.0800424,-2.8474321,-2.7881863,-1.5488666,AI
-275.8142,45.611988,-6.1970453,16.952715,-7.9489994,-10.251526,-14.654531,-5.6275926,-11.633155,-4.5284758,-8.205917,-4.8535175,-9.718074,-6.503342,-7.939642,-11.267138,-10.278658,-4.2622676,-10.72401,-4.4989862,-7.2802315,-2.971405,-9.282276,-0.4671965,-6.6082096,-2.8432243,-3.113271,-3.5167122,-3.0850306,-2.4505749,-4.6552253,-0.27027994,-3.611632,0.42295033,-3.5149088,0.3844247,-1.3227847,0.4432767,0.71511304,2.637698,AI
-293.38574,79.98104,-2.4557157,10.999645,8.955373,-0.10846771,-5.5142775,-8.967227,-9.762961,-9.5195265,1.0385087,-6.9970713,-4.4349537,-0.2787725,-0.775001,0.9378521,-9.478239,-4.384052,-7.09402,-5.409209,-6.1904182,-0.46063998,-7.4269767,-2.4400191,-8.005883,-1.8789122,-7.067533,-0.80782,-5.377783,-0.62856776,-5.219414,2.1665912,-3.025259,-1.9137437,-5.0649557,-1.7221223,-5.1796093,-2.8721163,-3.4778142,-1.4121653,AI
-284.3148,69.879005,6.499512,15.516282,2.099477,-0.22178534,-12.29507,-9.936454,-10.008782,-3.214486,-6.8698378,-4.058777,-6.912057,-5.2207904,-7.88245,-3.4286678,-7.895376,-2.6362538,-4.518894,-1.3572627,-8.743339,-2.8524716,-5.2545776,-3.1894374,-7.3522873,-1.28459,-6.4025517,-2.2412426,-4.4231315,-2.8006332,-4.8773947,-2.1346593,-3.2604196,-4.4685636,-3.948988,-2.9981067,-4.040647,-1.6218843,-2.6611059,-3.1663554,AI
